"2","[23362, 22195, 10363, 3106, 23362, 225]","[1343500941, 1343511983, 1343514177, 1343514454, 1343515399, 1343568259]","[228, 47, 35, 47, 228, 119]"
"2","[225]","[1343654675]","[119]"
"2","[10844]","[1344562126]","[53]"
"2","[225, 3082, 13521, 12412, 3106]","[1344702076, 1344702438, 1344720073, 1344721916, 1344728599]","[119, 119, 171, 178, 47]"
"2","[225, 17175, 7793, 13176]","[1344795157, 1344797879, 1344798668, 1344802382]","[119, 119, 171, 44]"
"2","[5523, 17175, 3106]","[1345239668, 1345239882, 1345243805]","[119, 119, 47]"
"2","[23362]","[1345318834]","[228]"
"2","[225, 19707, 18892, 4407, 16418, 17759, 19457]","[1347646720, 1347647778, 1347649406, 1347652462, 1347670081, 1347671762, 1347673269]","[119, 119, 116, 22, 119, 136, 170]"
"2","[19457]","[1350014380]","[170]"
"2","[225, 225]","[1350060886, 1350081557]","[119, 119]"
"2","[19457]","[1350357035]","[170]"
"2","[13521, 12412, 1447]","[1350435142, 1350436418, 1350438778]","[171, 178, 119]"
"2","[19457, 19388]","[1350620161, 1350620354]","[170, 228]"
"2","[17759]","[1350960377]","[136]"
"2","[81, 1447, 11470, 13521, 12412, 1447, 225, 23362]","[1351281424, 1351282626, 1351282962, 1351286106, 1351288431, 1351290425, 1351291502, 1351291932]","[231, 119, 230, 171, 178, 119, 119, 228]"
"2","[14963, 13521, 1447, 23362]","[1351359810, 1351362747, 1351376910, 1351378181]","[228, 171, 119, 228]"
"2","[19457]","[1351647446]","[170]"
"2","[9621]","[1351780319]","[219]"
"2","[24300, 16918, 20157, 17608, 17093, 7154]","[1351789127, 1351789721, 1351793142, 1351793753, 1351796569, 1351800833]","[66, 208, 174, 108, 178, 119]"
"2","[19457]","[1352433451]","[170]"
"2","[20314, 19457]","[1352573113, 1352579369]","[171, 170]"
"2","[19457]","[1352686324]","[170]"
"2","[19457]","[1352780486]","[170]"
"2","[225]","[1352984709]","[119]"
"2","[22234, 17175, 7793, 5297, 5258]","[1353028509, 1353029696, 1353030249, 1353032858, 1353041358]","[119, 119, 171, 44, 119]"
"2","[10330, 10614, 128]","[1353098560, 1353116945, 1353119539]","[139, 119, 184]"
"2","[22056, 22056, 5077, 17175, 225, 19457]","[1353187497, 1353198074, 1353199179, 1353200064, 1353202458, 1353203075]","[119, 119, 119, 119, 119, 170]"
"2","[19457, 225]","[1353383666, 1353416523]","[170, 119]"
"2","[7024]","[1353467527]","[209]"
"2","[19457]","[1353555666]","[170]"
"2","[225, 3082]","[1353613517, 1353613854]","[119, 119]"
"2","[20588, 23723, 17608, 225, 3106, 19457, 225]","[1353787401, 1353789551, 1353792611, 1353794983, 1353795487, 1353797393, 1353848617]","[171, 53, 108, 119, 47, 170, 119]"
"2","[225]","[1354194960]","[119]"
"2","[5248, 10844, 9966]","[1354386419, 1354386762, 1354388630]","[230, 53, 209]"
"2","[13521]","[1354844443]","[171]"
"2","[17666, 10176, 10363]","[1354915769, 1354917575, 1354921020]","[219, 59, 35]"
"2","[10844, 19457]","[1354989140, 1355009443]","[53, 170]"
"2","[17759]","[1355189779]","[136]"
"2","[22032, 76, 1779]","[1355251446, 1355252185, 1355259991]","[228, 44, 105]"
"2","[8768, 17666, 19457, 17318]","[1355505737, 1355520353, 1355530342, 1355583651]","[47, 219, 170, 44]"
"2","[2720, 22170, 7154, 19457]","[1355593982, 1355599253, 1355600716, 1355617747]","[230, 230, 119, 170]"
"2","[225]","[1355803593]","[119]"
"2","[17759]","[1355890994]","[136]"
"2","[225, 13521, 12412, 21337]","[1356055282, 1356055989, 1356057249, 1356068206]","[119, 171, 178, 119]"
"2","[10884, 22195, 2936]","[1356126841, 1356133097, 1356140370]","[158, 47, 66]"
"2","[7793, 11018, 5560, 13875]","[1356202764, 1356204646, 1356220829, 1356226872]","[171, 119, 62, 174]"
"2","[225, 10363, 13521]","[1356636479, 1356642196, 1356658161]","[119, 35, 171]"
"2","[3082]","[1356715006]","[119]"
"2","[225, 18990]","[1357312319, 1357314242]","[119, 119]"
"2","[4479, 17093]","[1357315218, 1357331385]","[183, 178]"
"2","[81]","[1357423220]","[231]"
"2","[225]","[1357608898]","[119]"
"2","[225]","[1357736501]","[119]"
"2","[16619]","[1358027679]","[47]"
"2","[22958]","[1358472639]","[209]"
"3","[18236, 1039, 4168]","[1333482246, 1333494769, 1333506544]","[158, 158, 111]"
"3","[7590]","[1333695696]","[158]"
"3","[7590]","[1333779519]","[158]"
"3","[19926, 3498, 16729, 7590]","[1333819551, 1333821321, 1333826601, 1333856774]","[119, 119, 173, 158]"
"3","[13019, 3784, 7590]","[1333942059, 1333947485, 1333949423]","[22, 88, 158]"
"3","[10425, 6312]","[1333991382, 1334020442]","[158, 102]"
"3","[23407, 12452, 7590]","[1334190627, 1334206055, 1334206791]","[158, 171, 158]"
"3","[16484, 6312]","[1334263191, 1334293873]","[158, 102]"
"3","[7590]","[1334384810]","[158]"
"3","[14210, 7590]","[1334430997, 1334465339]","[171, 158]"
"3","[7590]","[1334557723]","[158]"
"3","[7590]","[1334639912]","[158]"
"3","[9215, 12237, 3784, 7590]","[1334688371, 1334723618, 1334726556, 1334729459]","[219, 209, 88, 158]"
"3","[3784, 6037]","[1334797685, 1334808486]","[88, 71]"
"3","[10918, 9669, 7590]","[1334860026, 1334891625, 1334937444]","[102, 139, 158]"
"3","[97, 17152, 9123, 7590]","[1334954911, 1334974098, 1334982300, 1334984883]","[184, 201, 158, 158]"
"3","[11890]","[1335055893]","[88]"
"3","[10110, 10425, 7590]","[1335112032, 1335150857, 1335168449]","[76, 158, 158]"
"3","[6248, 7590]","[1335245622, 1335250340]","[198, 158]"
"3","[7590]","[1335333285]","[158]"
"3","[7590]","[1335519602]","[158]"
"3","[12147]","[1335553440]","[119]"
"3","[4779]","[1335902304]","[184]"
"3","[7438, 7590]","[1336016500, 1336019268]","[158, 158]"
"3","[7590]","[1336221539]","[158]"
"3","[4604]","[1336319566]","[119]"
"3","[7590, 3450, 12452]","[1336355429, 1336364843, 1336370978]","[158, 158, 171]"
"3","[24170, 3784, 7590]","[1336458916, 1336463336, 1336465365]","[119, 88, 158]"
"3","[22881]","[1336528547]","[119]"
"3","[20669, 11066, 16729, 3784, 7590]","[1336675050, 1336699760, 1336710363, 1336714255, 1336717741]","[219, 27, 173, 88, 158]"
"3","[7590, 7590]","[1336793143, 1336802494]","[158, 158]"
"3","[16517, 16729, 22881, 7590]","[1336844196, 1336851961, 1336888985, 1336889533]","[119, 173, 119, 158]"
"3","[4850, 16484, 10382, 7590]","[1336960566, 1336968105, 1336973093, 1336975786]","[184, 158, 54, 158]"
"3","[18460, 7590]","[1337040264, 1337045297]","[119, 158]"
"3","[16530, 7590, 22881, 7590]","[1337122591, 1337131336, 1337145461, 1337146169]","[158, 158, 119, 158]"
"3","[11890, 7590]","[1337220896, 1337227031]","[88, 158]"
"3","[7590]","[1337322916]","[158]"
"3","[443, 3784, 3784, 7590]","[1337380615, 1337389517, 1337389517, 1337395956]","[31, 88, 88, 158]"
"3","[443, 7590]","[1337570499, 1337573742]","[31, 158]"
"3","[18236]","[1337627340]","[158]"
"3","[1039, 7590, 9669]","[1337908856, 1337911158, 1337915974]","[158, 158, 139]"
"3","[7590]","[1337990294]","[158]"
"3","[7590]","[1338083668]","[158]"
"3","[15659, 3784, 7590]","[1338168188, 1338174634, 1338185611]","[119, 88, 158]"
"3","[6312, 7590]","[1338234586, 1338272795]","[102, 158]"
"3","[3784, 7590]","[1338443424, 1338446158]","[88, 158]"
"3","[6312, 11667, 7590]","[1338527037, 1338533167, 1338534955]","[102, 171, 158]"
"3","[22909, 7590]","[1338657351, 1338698503]","[119, 158]"
"3","[21896, 16484]","[1338854853, 1338878569]","[189, 158]"
"3","[24417, 7590]","[1338944138, 1338975023]","[6, 158]"
"3","[3784, 7590]","[1339054351, 1339057122]","[88, 158]"
"3","[5257, 11667, 7590]","[1339129684, 1339133873, 1339138424]","[47, 171, 158]"
"3","[18826, 16729, 7590]","[1339265174, 1339273593, 1339291655]","[119, 173, 158]"
"3","[3784, 7590]","[1339392129, 1339393973]","[88, 158]"
"3","[9669, 7590]","[1339465371, 1339510185]","[139, 158]"
"3","[3784, 7590]","[1339566864, 1339568109]","[88, 158]"
"3","[16027]","[1339630703]","[158]"
"3","[18826]","[1339862162]","[119]"
"3","[7590]","[1340008669]","[158]"
"3","[7590]","[1340073899]","[158]"
"3","[2312, 17748]","[1340216059, 1340249742]","[185, 209]"
"3","[19532, 3784, 7099, 7590]","[1340763691, 1340778567, 1340779940, 1340781593]","[27, 88, 171, 158]"
"3","[16484]","[1341345711]","[158]"
"3","[97, 7590]","[1341458991, 1341466800]","[184, 158]"
"3","[11667]","[1341549248]","[171]"
"3","[22881, 7590]","[1341633914, 1341641047]","[119, 158]"
"3","[16729, 13377, 19634, 7590]","[1341701838, 1341705765, 1341715850, 1341730258]","[173, 175, 171, 158]"
"3","[5718, 7590]","[1341770427, 1341814428]","[135, 158]"
"3","[7590]","[1341988121]","[158]"
"3","[7590]","[1342058508]","[158]"
"3","[7590]","[1342150739]","[158]"
"3","[7590]","[1342332172]","[158]"
"3","[7590]","[1342419013]","[158]"
"3","[18236, 8735, 6820]","[1342466991, 1342495444, 1342498223]","[158, 119, 184]"
"3","[10425, 3784, 7590]","[1343101790, 1343103832, 1343108821]","[158, 88, 158]"
"3","[7590]","[1343525822]","[158]"
"3","[4230, 7590]","[1343613962, 1343626500]","[102, 158]"
"3","[7590]","[1344147042]","[158]"
"3","[22881]","[1344219617]","[119]"
"3","[7590]","[1344499063]","[158]"
"3","[4269, 3784, 3118, 7590]","[1344614674, 1344646797, 1344658080, 1344664719]","[226, 88, 171, 158]"
"3","[16729, 3118]","[1344725597, 1344751351]","[173, 171]"
"3","[9692, 17748]","[1344897627, 1344919160]","[64, 209]"
"3","[9669]","[1345256129]","[139]"
"3","[24188, 7590]","[1345348574, 1345354863]","[185, 158]"
"3","[7590]","[1345432110]","[158]"
"3","[7590]","[1346831535]","[158]"
"3","[7590]","[1346878743]","[158]"
"3","[7590]","[1347517069]","[158]"
"3","[3784]","[1347610316]","[88]"
"3","[20183, 7590]","[1347641181, 1347679892]","[102, 158]"
"3","[3784]","[1350021744]","[88]"
"3","[6658]","[1350622977]","[158]"
"3","[7590]","[1350880932]","[158]"
"3","[16027, 6926, 7590]","[1350932233, 1350958390, 1350974575]","[158, 171, 158]"
"3","[7590]","[1351152879]","[158]"
"3","[7590]","[1351578588]","[158]"
"3","[2469]","[1351652198]","[120]"
"3","[16484, 5651, 10343, 3118]","[1351720898, 1351733703, 1351737682, 1351739580]","[158, 163, 198, 171]"
"3","[22881]","[1351822779]","[119]"
"3","[22437, 7590]","[1352246827, 1352270429]","[27, 158]"
"3","[24295]","[1352439562]","[158]"
"3","[16729]","[1352579185]","[173]"
"3","[2332, 19532, 7590, 4269]","[1352684976, 1352688557, 1352695545, 1352735579]","[226, 27, 158, 226]"
"3","[8541, 7590]","[1353020866, 1353036008]","[27, 158]"
"3","[7590, 3118]","[1353122935, 1353129020]","[158, 171]"
"3","[11890]","[1353198551]","[88]"
"3","[18236, 4779, 23300, 7590]","[1353350974, 1353370993, 1353377080, 1353383064]","[158, 184, 185, 158]"
"3","[2266, 21050, 7590]","[1353458489, 1353463134, 1353467201]","[111, 22, 158]"
"3","[4273, 21221]","[1353550787, 1353559151]","[198, 186]"
"3","[22881, 18460, 24170]","[1353628440, 1353630793, 1353637740]","[119, 119, 119]"
"3","[9123, 20183, 16484, 17396, 7590]","[1353700031, 1353702821, 1353704989, 1353714311, 1353723586]","[158, 102, 158, 158, 158]"
"3","[7590]","[1354083205]","[158]"
"3","[7590]","[1354322825]","[158]"
"3","[22881, 3498, 7590]","[1354499809, 1354516069, 1354518979]","[119, 119, 158]"
"3","[7590]","[1354593884]","[158]"
"3","[7590, 7590]","[1354669275, 1354693811]","[158, 158]"
"3","[7590]","[1354765317]","[158]"
"3","[9669]","[1354930190]","[139]"
"3","[16729]","[1355009205]","[173]"
"3","[16484, 12277]","[1355349740, 1355369115]","[158, 190]"
"3","[10642]","[1355459618]","[231]"
"3","[13826]","[1355518372]","[158]"
"3","[7099, 7590]","[1355882112, 1355884367]","[171, 158]"
"3","[7590]","[1356075211]","[158]"
"3","[22881]","[1356108462]","[119]"
"3","[7590]","[1356676369]","[158]"
"3","[7590]","[1356948204]","[158]"
"3","[7590]","[1357014913]","[158]"
"3","[7590]","[1357267169]","[158]"
"3","[18236, 12033, 20505, 7590]","[1357583748, 1357605906, 1357618128, 1357623198]","[158, 228, 108, 158]"
"3","[18236, 10425]","[1357672294, 1357700871]","[158, 158]"
"3","[6312, 16484]","[1357761174, 1357775541]","[102, 158]"
"3","[7590]","[1357887875]","[158]"
"3","[3784]","[1357953217]","[88]"
"3","[11890]","[1358038906]","[88]"
"3","[22881, 16729, 4062, 7590]","[1358095201, 1358101259, 1358128132, 1358133310]","[119, 173, 119, 158]"
"3","[3784, 19521]","[1358301023, 1358302734]","[88, 171]"
"3","[18236, 4426, 4943, 7590]","[1358785808, 1358815349, 1358820149, 1358825839]","[158, 171, 27, 158]"
"3","[7590]","[1359018748]","[158]"
"3","[3498, 17422]","[1359075867, 1359084959]","[119, 53]"
"3","[18826]","[1359172864]","[119]"
"3","[7590]","[1359354313]","[158]"
"3","[7590]","[1359434949]","[158]"
"3","[21050, 7590]","[1359509814, 1359527030]","[22, 158]"
"3","[9505, 9123]","[1359572711, 1359603515]","[201, 158]"
"3","[16484, 9669]","[1359658500, 1359686513]","[158, 139]"
"3","[9093]","[1360024655]","[209]"
"3","[7590]","[1360136802]","[158]"
"3","[4426, 7590]","[1360196394, 1360205548]","[171, 158]"
"3","[2518]","[1360560389]","[102]"
"3","[7590]","[1360646875]","[158]"
"3","[9424, 7590, 7120, 4305]","[1360702250, 1360715536, 1360760003, 1360770089]","[27, 158, 102, 66]"
"3","[7590]","[1360811061]","[158]"
"4","[4062, 1483, 24135]","[1335560060, 1335562755, 1335571060]","[119, 192, 119]"
"4","[24135]","[1335649363]","[119]"
"4","[24135, 5458]","[1335902603, 1335908080]","[119, 119]"
"4","[13679, 9661, 9240]","[1336325996, 1336334013, 1336348741]","[28, 11, 119]"
"4","[17024, 11647]","[1336496731, 1336505797]","[145, 209]"
"4","[9568, 22394]","[1337111030, 1337115651]","[119, 119]"
"4","[13679, 9651, 1483, 10701]","[1337200287, 1337200677, 1337204300, 1337223698]","[28, 192, 192, 192]"
"4","[259]","[1337615715]","[192]"
"4","[9568, 1483, 9651, 10701]","[1337806587, 1337808128, 1337817745, 1337822516]","[119, 192, 192, 192]"
"4","[24135, 12348]","[1337958737, 1337960645]","[119, 119]"
"4","[9651]","[1337968112]","[192]"
"4","[24135, 17350]","[1338074142, 1338091779]","[119, 57]"
"4","[9568, 259]","[1338219506, 1338220566]","[119, 192]"
"4","[23712]","[1338665255]","[47]"
"4","[22394, 9568, 11316, 1483]","[1339013525, 1339014978, 1339016360, 1339017548]","[119, 119, 209, 192]"
"4","[9568, 24135]","[1339356577, 1339358200]","[119, 119]"
"4","[18822, 9661]","[1339458051, 1339473274]","[17, 11]"
"4","[17024, 7124, 11801, 259, 9568, 24135]","[1339520539, 1339521589, 1339522617, 1339529287, 1339537945, 1339539618]","[145, 145, 192, 192, 119, 119]"
"4","[24135, 9568, 13679, 1483, 9651, 10701]","[1339621225, 1339623464, 1339624033, 1339624216, 1339629586, 1339635801]","[119, 119, 28, 192, 192, 192]"
"4","[24135, 12348]","[1339877567, 1339884216]","[119, 119]"
"4","[17024, 9568]","[1339952667, 1339961451]","[145, 119]"
"4","[9568, 24135]","[1340070866, 1340072390]","[119, 119]"
"4","[17974, 24135, 9568, 13679, 1483, 9661, 13679, 9651, 10701, 9568, 24135]","[1340219329, 1340224983, 1340226573, 1340227831, 1340227897, 1340235132, 1340237082, 1340237422, 1340241476, 1340254950, 1340256850]","[62, 119, 119, 28, 192, 11, 28, 192, 192, 119, 119]"
"4","[17024, 7124, 13679, 259, 9568, 3701, 5988, 4062, 4799]","[1340730039, 1340730742, 1340731389, 1340738851, 1340747751, 1340750851, 1340755272, 1340755704, 1340756161]","[145, 145, 28, 192, 119, 158, 119, 119, 129]"
"4","[24135]","[1341243340]","[119]"
"4","[9568, 9568, 24135, 24135, 9240, 9240, 12348, 23777, 13976, 7124, 18822, 9568, 24135, 24135]","[1341244838, 1341250872, 1341252463, 1341261852, 1341262408, 1341262916, 1341264410, 1341265212, 1341271359, 1341271889, 1341272764, 1341281940, 1341283648, 1341325191]","[119, 119, 119, 119, 119, 119, 119, 45, 145, 145, 17, 119, 119, 119]"
"4","[13976, 13679, 9651, 259, 7124, 13976, 5872, 23777, 12348, 24135, 24135, 23777]","[1341339597, 1341341959, 1341342122, 1341345451, 1341351964, 1341352980, 1341354329, 1341356059, 1341360905, 1341363089, 1341411942, 1341414371]","[145, 28, 192, 192, 145, 145, 108, 45, 119, 119, 119, 45]"
"4","[23777, 13976, 7124, 13679, 9651, 10701, 9568, 17974, 24135, 23777]","[1341438029, 1341443287, 1341444036, 1341444670, 1341445015, 1341450426, 1341464088, 1341465715, 1341498099, 1341500681]","[45, 145, 145, 28, 192, 192, 119, 62, 119, 45]"
"4","[13976, 7124, 11316, 13679, 11801, 7124, 23777, 24135, 12348, 23777]","[1341504994, 1341505528, 1341506488, 1341507574, 1341509290, 1341516204, 1341524744, 1341584734, 1341586416, 1341587187]","[145, 145, 209, 28, 192, 145, 45, 119, 119, 45]"
"4","[23777, 17024, 7124, 13679, 1483, 9568, 24135]","[1341594455, 1341608792, 1341609889, 1341610648, 1341610806, 1341617648, 1341619340]","[45, 145, 145, 28, 192, 119, 119]"
"4","[4062, 12348, 23777, 24135]","[1341691989, 1341693137, 1341694145, 1341704615]","[119, 119, 45, 119]"
"4","[13679, 9568, 7116, 24135, 24135, 9240, 24135, 13679]","[1341768627, 1341775848, 1341777785, 1341778623, 1341790929, 1341791541, 1341846514, 1341849285]","[28, 119, 47, 119, 119, 119, 119, 28]"
"4","[24135, 9568, 1217, 13679, 11801, 7124, 13976, 16433, 5872, 23777, 12348, 24135]","[1341936862, 1341938294, 1341940250, 1341941084, 1341941559, 1341957416, 1341957925, 1341958366, 1341963623, 1341964773, 1341973036, 1341975128]","[119, 119, 53, 28, 192, 145, 145, 62, 108, 45, 119, 119]"
"4","[17024, 13679, 1483, 9651, 10701, 9568, 24135]","[1342040555, 1342042249, 1342042586, 1342049306, 1342055395, 1342068877, 1342071145]","[145, 28, 192, 192, 192, 119, 119]"
"4","[7124, 11801, 9651, 19710, 9568, 24135, 24135, 12348, 23777]","[1342113665, 1342114515, 1342121166, 1342128765, 1342135881, 1342137516, 1342192218, 1342194127, 1342195057]","[145, 192, 192, 192, 119, 119, 119, 119, 45]"
"4","[7124, 13679, 18822, 9568, 24135]","[1342214816, 1342214976, 1342225904, 1342227595, 1342229155]","[145, 28, 17, 119, 119]"
"4","[14440]","[1342319475]","[86]"
"4","[24135, 13679, 6909, 9568, 24135, 17974, 18156, 4885]","[1342372966, 1342375294, 1342375518, 1342380056, 1342381727, 1342381775, 1342407048, 1342407261]","[119, 28, 192, 119, 119, 62, 62, 209]"
"4","[17974]","[1342464174]","[62]"
"4","[17024]","[1342544653]","[145]"
"4","[24135, 12348, 23777]","[1342880511, 1342882705, 1342884033]","[119, 119, 45]"
"4","[13679, 1483, 18467, 18419, 592, 1921, 24135]","[1343424218, 1343424611, 1343434747, 1343435754, 1343436717, 1343442111, 1343443068]","[28, 192, 62, 178, 178, 119, 119]"
"4","[17974, 23173, 18595, 17974]","[1343508954, 1343519472, 1343519720, 1343521258]","[62, 22, 43, 62]"
"4","[20279]","[1343608319]","[231]"
"4","[3625]","[1344133231]","[231]"
"4","[1841, 9240]","[1344205212, 1344206558]","[119, 119]"
"4","[12055, 21602, 2416, 3498]","[1344560194, 1344561809, 1344567543, 1344573487]","[128, 208, 139, 119]"
"4","[4062, 3498, 3498, 1921, 13186, 1921, 24135, 17974]","[1344637326, 1344638632, 1344641975, 1344643096, 1344644681, 1344650884, 1344652018, 1344652109]","[119, 119, 119, 119, 221, 119, 119, 62]"
"4","[3472, 17974]","[1344739113, 1344744866]","[50, 62]"
"4","[3625]","[1344915199]","[231]"
"4","[14283, 5458, 5121, 13562, 1750, 5458, 14283, 5456]","[1345224957, 1345225479, 1345225817, 1345226320, 1345227904, 1345228435, 1345228744, 1345256859]","[119, 119, 108, 53, 108, 119, 119, 136]"
"4","[24135, 1841]","[1345417532, 1345419658]","[119, 119]"
"4","[24135, 9568]","[1347201297, 1347202905]","[119, 119]"
"4","[16896]","[1347501415]","[171]"
"4","[7641, 16315]","[1347669995, 1347675397]","[92, 92]"
"4","[22909, 602, 1782, 8002, 9568, 4062, 9568, 13679, 11801]","[1349990672, 1349991105, 1349993423, 1349995456, 1350017283, 1350019132, 1350055986, 1350056772, 1350057045]","[119, 174, 174, 174, 119, 119, 119, 28, 192]"
"4","[7124, 17024, 18822, 12348, 4778, 22146]","[1350063786, 1350068257, 1350069751, 1350078088, 1350079170, 1350081787]","[145, 145, 17, 119, 80, 174]"
"4","[5077]","[1350546444]","[119]"
"4","[1599, 11157, 20319, 1599]","[1350617173, 1350617817, 1350624258, 1350632023]","[119, 209, 139, 119]"
"4","[20279]","[1350870115]","[231]"
"4","[5077, 9568, 13679, 9651, 19710, 5077]","[1350923138, 1350924732, 1350926561, 1350926693, 1350954812, 1350970318]","[119, 119, 28, 192, 192, 119]"
"4","[5077, 9568, 259, 9568, 5077]","[1351019723, 1351021428, 1351022192, 1351029389, 1351030858]","[119, 119, 192, 119, 119]"
"4","[9568, 13679, 10701, 9651, 10701, 9651, 9507, 9568]","[1351111201, 1351112499, 1351113087, 1351120933, 1351131136, 1351131544, 1351140462, 1351140543]","[119, 28, 192, 192, 192, 192, 210, 119]"
"4","[23173, 13679, 10701, 18822, 9568, 6732, 23603, 20642]","[1351189448, 1351195237, 1351195490, 1351201797, 1351230481, 1351231611, 1351231882, 1351232335]","[22, 28, 192, 17, 119, 119, 116, 116]"
"4","[23173]","[1351294629]","[22]"
"4","[17016]","[1351381041]","[88]"
"4","[9568, 23173]","[1351572955, 1351608498]","[119, 22]"
"4","[5077, 9568, 20854, 9568, 5077, 23173]","[1351628398, 1351630136, 1351631930, 1351644924, 1351646623, 1351694842]","[119, 119, 28, 119, 119, 22]"
"4","[5077, 9568, 13679, 10701, 20854, 9568, 9568]","[1351715835, 1351717523, 1351718617, 1351718845, 1351726248, 1351745457, 1351783345]","[119, 119, 28, 192, 28, 119, 119]"
"4","[2167, 11162]","[1351786215, 1351787065]","[192, 192]"
"4","[9651, 23173]","[1352137287, 1352213638]","[192, 22]"
"4","[5077, 9568, 259, 6875, 9568, 6732]","[1352229275, 1352231020, 1352231736, 1352239178, 1352241033, 1352242298]","[119, 119, 192, 86, 119, 119]"
"4","[10701, 9568, 5077]","[1352343357, 1352345060, 1352346719]","[192, 119, 119]"
"4","[20413, 9568]","[1352432351, 1352470532]","[50, 119]"
"4","[5077, 23173, 5077, 23173]","[1352479551, 1352479830, 1352487044, 1352559510]","[119, 22, 119, 22]"
"4","[4761, 17974, 4885, 23173]","[1352586858, 1352600727, 1352600828, 1352645240]","[88, 62, 209, 22]"
"4","[9568, 9651, 11316, 1841, 5077, 9568, 13679]","[1352659301, 1352663956, 1352669280, 1352690351, 1352692414, 1352735044, 1352735741]","[119, 192, 209, 119, 119, 119, 28]"
"4","[9651, 11801, 18822, 9568, 3907, 9568]","[1352739900, 1352750072, 1352755431, 1352773611, 1352773696, 1352775351]","[192, 192, 17, 119, 171, 119]"
"4","[7124, 18848, 9568, 13679, 11801]","[1353015636, 1353018646, 1353079761, 1353081145, 1353081289]","[145, 223, 119, 28, 192]"
"4","[9651, 11316, 259, 9568]","[1353086837, 1353096702, 1353101726, 1353113541]","[192, 209, 192, 119]"
"4","[5077]","[1353338047]","[119]"
"4","[22909, 13822, 1782, 18822, 9568, 5077]","[1353346100, 1353346490, 1353357379, 1353365097, 1353385117, 1353386635]","[119, 43, 174, 17, 119, 119]"
"4","[5077, 13679, 15448, 15448, 870, 15448, 5077, 23173]","[1353440004, 1353442249, 1353448535, 1353448879, 1353454015, 1353458052, 1353458853, 1353509700]","[119, 28, 119, 119, 230, 119, 119, 22]"
"4","[9568, 3907, 13679, 9651, 10701, 9568]","[1353531608, 1353531851, 1353534279, 1353540248, 1353552540, 1353560017]","[119, 171, 28, 192, 192, 119]"
"4","[5077, 10505, 2881]","[1353604497, 1353608589, 1353609644]","[119, 119, 192]"
"4","[23475, 5077, 9568, 13679, 9568, 5077]","[1353701393, 1353703974, 1353706072, 1353706785, 1353714070, 1353715801]","[184, 119, 119, 28, 119, 119]"
"4","[23173, 18156, 5077, 1921]","[1353794221, 1353797109, 1353797376, 1353798316]","[22, 62, 119, 119]"
"4","[5077, 1841, 5077]","[1353874834, 1353877265, 1353943126]","[119, 119, 119]"
"4","[5077, 9507, 17936]","[1353947685, 1353980986, 1353995665]","[119, 210, 171]"
"4","[17936, 13679]","[1354136023, 1354138260]","[171, 28]"
"4","[11801]","[1354291051]","[192]"
"4","[9568, 5077]","[1354319148, 1354320846]","[119, 119]"
"4","[9568, 18822, 9568, 18156]","[1354575201, 1354576390, 1354591759, 1354593524]","[119, 17, 119, 62]"
"4","[23173, 9568, 259, 9240, 3788]","[1354646518, 1354650553, 1354651464, 1354659159, 1354667591]","[22, 119, 192, 119, 89]"
"4","[5077, 9568, 10701, 9651, 9568, 5077]","[1354738571, 1354740249, 1354743236, 1354749979, 1354766541, 1354768276]","[119, 119, 192, 192, 119, 119]"
"4","[5077, 9568]","[1354893567, 1354895375]","[119, 119]"
"4","[9690, 9568, 5077, 23173]","[1354907241, 1354923817, 1354925174, 1354978129]","[37, 119, 119, 22]"
"4","[17974]","[1354999522]","[62]"
"4","[1841]","[1355086794]","[119]"
"4","[9568, 19710, 22909, 5077]","[1355168408, 1355169815, 1355205855, 1355207361]","[119, 192, 119, 119]"
"4","[5077, 9568, 9568, 9240, 23173]","[1355253737, 1355255324, 1355262997, 1355264885, 1355324127]","[119, 119, 119, 119, 22]"
"4","[5077, 9568, 10701, 9651]","[1355344826, 1355346256, 1355347753, 1355354723]","[119, 119, 192, 192]"
"4","[5077, 9568]","[1355498178, 1355499804]","[119, 119]"
"4","[9651, 11316, 259, 9568, 13562, 20642]","[1355506745, 1355515098, 1355524782, 1355528452, 1355530277, 1355551042]","[192, 209, 192, 119, 53, 116]"
"4","[17385]","[1355625313]","[22]"
"4","[9568, 13679, 9568, 22909, 22909, 1782, 19885, 9568, 9507]","[1355771517, 1355772588, 1355782086, 1355782683, 1355782815, 1355784381, 1355790424, 1355792789, 1355794344]","[119, 28, 119, 119, 119, 174, 174, 119, 210]"
"4","[23173]","[1355928670]","[22]"
"4","[5077, 9568, 10701]","[1355950025, 1355951467, 1355952669]","[119, 119, 192]"
"4","[19971]","[1357436468]","[22]"
"4","[13679]","[1357574063]","[28]"
"4","[17016]","[1359242320]","[88]"
"5","[15764]","[1334267382]","[119]"
"5","[15764]","[1334549875]","[119]"
"5","[15764, 14715, 15764, 7661]","[1334778160, 1334778429, 1334802548, 1334803007]","[119, 28, 119, 28]"
"5","[15764, 14715, 7661, 15764]","[1334876741, 1334877446, 1334883449, 1334889425]","[119, 28, 28, 119]"
"5","[15764, 16098]","[1335109135, 1335109636]","[119, 28]"
"5","[15764, 15764, 14715, 15764]","[1335121836, 1335130053, 1335130287, 1335137651]","[119, 119, 28, 119]"
"5","[15764, 14715, 15764]","[1335216066, 1335216442, 1335228881]","[119, 28, 119]"
"5","[15764]","[1335321626]","[119]"
